Name,Kind,Slot,HitKind,MultPve,MultPvp,Notes
Kindred of Rot's Exultation,Talisman,Passive,Perfume,1.2,1.2,Increases damage by 1.2x for 20 seconds when poison/scarlet rot is triggered within 7m
Kindred of Rot's Exultation,Talisman,Passive,Pot,1.2,1.2,Increases damage by 1.2x for 20 seconds when poison/scarlet rot is triggered within 7m
Kindred of Rot's Exultation,Talisman,Passive,Ranged,1.2,1.2,Increases damage by 1.2x for 20 seconds when poison/scarlet rot is triggered within 7m
Kindred of Rot's Exultation,Talisman,Passive,RangedAimed,1.2,1.2,Increases damage by 1.2x for 20 seconds when poison/scarlet rot is triggered within 7m
Kindred of Rot's Exultation,Talisman,Passive,Roar,1.2,1.2,Increases damage by 1.2x for 20 seconds when poison/scarlet rot is triggered within 7m
Kindred of Rot's Exultation,Talisman,Passive,RollBackstep,1.2,1.2,Increases damage by 1.2x for 20 seconds when poison/scarlet rot is triggered within 7m
Kindred of Rot's Exultation,Talisman,Passive,Storm,1.2,1.2,Increases damage by 1.2x for 20 seconds when poison/scarlet rot is triggered within 7m
Kindred of Rot's Exultation,Talisman,Passive,ThrownWeapon,1.2,1.2,Increases damage by 1.2x for 20 seconds when poison/scarlet rot is triggered within 7m
Kindred of Rot's Exultation,Talisman,Passive,TwoHanded,1.2,1.2,Increases damage by 1.2x for 20 seconds when poison/scarlet rot is triggered within 7m
Lacerating Crossed-Tree,Talisman,Passive,All,1.0,1.0,Increases damage by 1.15x (1.075x in PvP)  with dashing attacks
Lacerating Crossed-Tree,Talisman,Passive,Skill,1.0,1.0,Increases damage by 1.15x (1.075x in PvP)  with dashing attacks
Lacerating Crossed-Tree,Talisman,Passive,ChargedSkill,1.0,1.0,Increases damage by 1.15x (1.075x in PvP)  with dashing attacks
Lacerating Crossed-Tree,Talisman,Passive,Crit,1.0,1.0,Increases damage by 1.15x (1.075x in PvP)  with dashing attacks
Lacerating Crossed-Tree,Talisman,Passive,Jump,1.0,1.0,Increases damage by 1.15x (1.075x in PvP)  with dashing attacks
Lacerating Crossed-Tree,Talisman,Passive,ChargedR2,1.0,1.0,Increases damage by 1.15x (1.075x in PvP)  with dashing attacks
Lacerating Crossed-Tree,Talisman,Passive,Successive,1.0,1.0,Increases damage by 1.15x (1.075x in PvP)  with dashing attacks
Lacerating Crossed-Tree,Talisman,Passive,Physical,1.0,1.0,Increases damage by 1.15x (1.075x in PvP)  with dashing attacks
Lacerating Crossed-Tree,Talisman,Passive,Dashing,1.15,1.075,Increases damage by 1.15x (1.075x in PvP)  with dashing attacks
Lacerating Crossed-Tree,Talisman,Passive,FinalLight,1.0,1.0,Increases damage by 1.15x (1.075x in PvP)  with dashing attacks
Lacerating Crossed-Tree,Talisman,Passive,GuardCounter,1.0,1.0,Increases damage by 1.15x (1.075x in PvP)  with dashing attacks
Lacerating Crossed-Tree,Talisman,Passive,Horseback,1.0,1.0,Increases damage by 1.15x (1.075x in PvP)  with dashing attacks
Lacerating Crossed-Tree,Talisman,Passive,KickStomp,1.0,1.0,Increases damage by 1.15x (1.075x in PvP)  with dashing attacks
Lacerating Crossed-Tree,Talisman,Passive,Magma,1.0,1.0,Increases damage by 1.15x (1.075x in PvP)  with dashing attacks
Lacerating Crossed-Tree,Talisman,Passive,Perfume,1.0,1.0,Increases damage by 1.15x (1.075x in PvP)  with dashing attacks
Lacerating Crossed-Tree,Talisman,Passive,Pot,1.0,1.0,Increases damage by 1.15x (1.075x in PvP)  with dashing attacks
Lacerating Crossed-Tree,Talisman,Passive,Ranged,1.0,1.0,Increases damage by 1.15x (1.075x in PvP)  with dashing attacks
Lacerating Crossed-Tree,Talisman,Passive,RangedAimed,1.0,1.0,Increases damage by 1.15x (1.075x in PvP)  with dashing attacks
Lacerating Crossed-Tree,Talisman,Passive,Roar,1.0,1.0,Increases damage by 1.15x (1.075x in PvP)  with dashing attacks
Lacerating Crossed-Tree,Talisman,Passive,RollBackstep,1.0,1.0,Increases damage by 1.15x (1.075x in PvP)  with dashing attacks
Lacerating Crossed-Tree,Talisman,Passive,Storm,1.0,1.0,Increases damage by 1.15x (1.075x in PvP)  with dashing attacks
Lacerating Crossed-Tree,Talisman,Passive,ThrownWeapon,1.0,1.0,Increases damage by 1.15x (1.075x in PvP)  with dashing attacks
Lacerating Crossed-Tree,Talisman,Passive,TwoHanded,1.0,1.0,Increases damage by 1.15x (1.075x in PvP)  with dashing attacks
Lance Talisman,Talisman,Passive,All,1.0,1.0,Increases damage by 1.15x (holy bugged in PvP: 1x) with horseback attacks
Lance Talisman,Talisman,Passive,Skill,1.0,1.0,Increases damage by 1.15x (holy bugged in PvP: 1x) with horseback attacks
Lance Talisman,Talisman,Passive,ChargedSkill,1.0,1.0,Increases damage by 1.15x (holy bugged in PvP: 1x) with horseback attacks
Lance Talisman,Talisman,Passive,Crit,1.0,1.0,Increases damage by 1.15x (holy bugged in PvP: 1x) with horseback attacks
Lance Talisman,Talisman,Passive,Jump,1.0,1.0,Increases damage by 1.15x (holy bugged in PvP: 1x) with horseback attacks
Lance Talisman,Talisman,Passive,ChargedR2,1.0,1.0,Increases damage by 1.15x (holy bugged in PvP: 1x) with horseback attacks
Lance Talisman,Talisman,Passive,Successive,1.0,1.0,Increases damage by 1.15x (holy bugged in PvP: 1x) with horseback attacks
Lance Talisman,Talisman,Passive,Physical,1.0,1.0,Increases damage by 1.15x (holy bugged in PvP: 1x) with horseback attacks
Lance Talisman,Talisman,Passive,Dashing,1.0,1.0,Increases damage by 1.15x (holy bugged in PvP: 1x) with horseback attacks
Lance Talisman,Talisman,Passive,FinalLight,1.0,1.0,Increases damage by 1.15x (holy bugged in PvP: 1x) with horseback attacks
Lance Talisman,Talisman,Passive,GuardCounter,1.0,1.0,Increases damage by 1.15x (holy bugged in PvP: 1x) with horseback attacks
Lance Talisman,Talisman,Passive,Horseback,1.15,1.15,Increases damage by 1.15x (holy bugged in PvP: 1x) with horseback attacks
Lance Talisman,Talisman,Passive,KickStomp,1.0,1.0,Increases damage by 1.15x (holy bugged in PvP: 1x) with horseback attacks
Lance Talisman,Talisman,Passive,Magma,1.0,1.0,Increases damage by 1.15x (holy bugged in PvP: 1x) with horseback attacks
Lance Talisman,Talisman,Passive,Perfume,1.0,1.0,Increases damage by 1.15x (holy bugged in PvP: 1x) with horseback attacks
Lance Talisman,Talisman,Passive,Pot,1.0,1.0,Increases damage by 1.15x (holy bugged in PvP: 1x) with horseback attacks
Lance Talisman,Talisman,Passive,Ranged,1.0,1.0,Increases damage by 1.15x (holy bugged in PvP: 1x) with horseback attacks
Lance Talisman,Talisman,Passive,RangedAimed,1.0,1.0,Increases damage by 1.15x (holy bugged in PvP: 1x) with horseback attacks
Lance Talisman,Talisman,Passive,Roar,1.0,1.0,Increases damage by 1.15x (holy bugged in PvP: 1x) with horseback attacks
Lance Talisman,Talisman,Passive,RollBackstep,1.0,1.0,Increases damage by 1.15x (holy bugged in PvP: 1x) with horseback attacks
Lance Talisman,Talisman,Passive,Storm,1.0,1.0,Increases damage by 1.15x (holy bugged in PvP: 1x) with horseback attacks
Lance Talisman,Talisman,Passive,ThrownWeapon,1.0,1.0,Increases damage by 1.15x (holy bugged in PvP: 1x) with horseback attacks
Lance Talisman,Talisman,Passive,TwoHanded,1.0,1.0,Increases damage by 1.15x (holy bugged in PvP: 1x) with horseback attacks
Lord of Blood's Exultation,Talisman,Passive,All,1.2,1.12,While the bleed-proc aura is active (20s).
Lord of Blood's Exultation,Talisman,Passive,Skill,1.2,1.12,While the bleed-proc aura is active (20s).
Lord of Blood's Exultation,Talisman,Passive,ChargedSkill,1.2,1.12,While the bleed-proc aura is active (20s).
Lord of Blood's Exultation,Talisman,Passive,Crit,1.2,1.12,While the bleed-proc aura is active (20s).
Lord of Blood's Exultation,Talisman,Passive,Jump,1.2,1.12,While the bleed-proc aura is active (20s).
Lord of Blood's Exultation,Talisman,Passive,ChargedR2,1.2,1.12,While the bleed-proc aura is active (20s).
Lord of Blood's Exultation,Talisman,Passive,Successive,1.2,1.12,While the bleed-proc aura is active (20s).
Lord of Blood's Exultation,Talisman,Passive,Physical,1.2,1.12,While the bleed-proc aura is active (20s).
Lord of Blood's Exultation,Talisman,Passive,Dashing,1.2,1.12,While the bleed-proc aura is active (20s).
Lord of Blood's Exultation,Talisman,Passive,FinalLight,1.2,1.12,While the bleed-proc aura is active (20s).
Lord of Blood's Exultation,Talisman,Passive,GuardCounter,1.2,1.12,While the bleed-proc aura is active (20s).
Lord of Blood's Exultation,Talisman,Passive,Horseback,1.2,1.12,While the bleed-proc aura is active (20s).
Lord of Blood's Exultation,Talisman,Passive,KickStomp,1.2,1.12,While the bleed-proc aura is active (20s).
Lord of Blood's Exultation,Talisman,Passive,Magma,1.2,1.12,While the bleed-proc aura is active (20s).
Lord of Blood's Exultation,Talisman,Passive,Perfume,1.2,1.12,While the bleed-proc aura is active (20s).
Lord of Blood's Exultation,Talisman,Passive,Pot,1.2,1.12,While the bleed-proc aura is active (20s).
Lord of Blood's Exultation,Talisman,Passive,Ranged,1.2,1.12,While the bleed-proc aura is active (20s).
Lord of Blood's Exultation,Talisman,Passive,RangedAimed,1.2,1.12,While the bleed-proc aura is active (20s).
Lord of Blood's Exultation,Talisman,Passive,Roar,1.2,1.12,While the bleed-proc aura is active (20s).
Lord of Blood's Exultation,Talisman,Passive,RollBackstep,1.2,1.12,While the bleed-proc aura is active (20s).
Lord of Blood's Exultation,Talisman,Passive,Storm,1.2,1.12,While the bleed-proc aura is active (20s).
Lord of Blood's Exultation,Talisman,Passive,ThrownWeapon,1.2,1.12,While the bleed-proc aura is active (20s).
Lord of Blood's Exultation,Talisman,Passive,TwoHanded,1.2,1.12,While the bleed-proc aura is active (20s).
Millicent's Prosthesis,Talisman,Passive,All,1.0,1.0,Max successive 1.11x plus +5 DEX (DEX not in this product).
Millicent's Prosthesis,Talisman,Passive,Skill,1.0,1.0,Max successive 1.11x plus +5 DEX (DEX not in this product).
Millicent's Prosthesis,Talisman,Passive,ChargedSkill,1.0,1.0,Max successive 1.11x plus +5 DEX (DEX not in this product).
Millicent's Prosthesis,Talisman,Passive,Crit,1.0,1.0,Max successive 1.11x plus +5 DEX (DEX not in this product).
Millicent's Prosthesis,Talisman,Passive,Jump,1.0,1.0,Max successive 1.11x plus +5 DEX (DEX not in this product).
Millicent's Prosthesis,Talisman,Passive,ChargedR2,1.0,1.0,Max successive 1.11x plus +5 DEX (DEX not in this product).
Millicent's Prosthesis,Talisman,Passive,Successive,1.11,1.11,Max successive 1.11x plus +5 DEX (DEX not in this product).
Millicent's Prosthesis,Talisman,Passive,Physical,1.0,1.0,Max successive 1.11x plus +5 DEX (DEX not in this product).
Millicent's Prosthesis,Talisman,Passive,Dashing,1.0,1.0,Max successive 1.11x plus +5 DEX (DEX not in this product).
Millicent's Prosthesis,Talisman,Passive,FinalLight,1.0,1.0,Max successive 1.11x plus +5 DEX (DEX not in this product).
Millicent's Prosthesis,Talisman,Passive,GuardCounter,1.0,1.0,Max successive 1.11x plus +5 DEX (DEX not in this product).
Millicent's Prosthesis,Talisman,Passive,Horseback,1.0,1.0,Max successive 1.11x plus +5 DEX (DEX not in this product).
Millicent's Prosthesis,Talisman,Passive,KickStomp,1.0,1.0,Max successive 1.11x plus +5 DEX (DEX not in this product).
Millicent's Prosthesis,Talisman,Passive,Magma,1.0,1.0,Max successive 1.11x plus +5 DEX (DEX not in this product).
Millicent's Prosthesis,Talisman,Passive,Perfume,1.0,1.0,Max successive 1.11x plus +5 DEX (DEX not in this product).
Millicent's Prosthesis,Talisman,Passive,Pot,1.0,1.0,Max successive 1.11x plus +5 DEX (DEX not in this product).
Millicent's Prosthesis,Talisman,Passive,Ranged,1.0,1.0,Max successive 1.11x plus +5 DEX (DEX not in this product).
Millicent's Prosthesis,Talisman,Passive,RangedAimed,1.0,1.0,Max successive 1.11x plus +5 DEX (DEX not in this product).
Millicent's Prosthesis,Talisman,Passive,Roar,1.0,1.0,Max successive 1.11x plus +5 DEX (DEX not in this product).
Millicent's Prosthesis,Talisman,Passive,RollBackstep,1.0,1.0,Max successive 1.11x plus +5 DEX (DEX not in this product).
Millicent's Prosthesis,Talisman,Passive,Storm,1.0,1.0,Max successive 1.11x plus +5 DEX (DEX not in this product).
Millicent's Prosthesis,Talisman,Passive,ThrownWeapon,1.0,1.0,Max successive 1.11x plus +5 DEX (DEX not in this product).
Millicent's Prosthesis,Talisman,Passive,TwoHanded,1.0,1.0,Max successive 1.11x plus +5 DEX (DEX not in this product).
Perfumer's Talisman,Talisman,Passive,All,1.0,1.0,Increases damage by 1.2x (holy bugged in PvP: 1x) with Perfume Bottle attacks
Perfumer's Talisman,Talisman,Passive,Skill,1.0,1.0,Increases damage by 1.2x (holy bugged in PvP: 1x) with Perfume Bottle attacks
Perfumer's Talisman,Talisman,Passive,ChargedSkill,1.0,1.0,Increases damage by 1.2x (holy bugged in PvP: 1x) with Perfume Bottle attacks
Perfumer's Talisman,Talisman,Passive,Crit,1.0,1.0,Increases damage by 1.2x (holy bugged in PvP: 1x) with Perfume Bottle attacks
Perfumer's Talisman,Talisman,Passive,Jump,1.0,1.0,Increases damage by 1.2x (holy bugged in PvP: 1x) with Perfume Bottle attacks
Perfumer's Talisman,Talisman,Passive,ChargedR2,1.0,1.0,Increases damage by 1.2x (holy bugged in PvP: 1x) with Perfume Bottle attacks
Perfumer's Talisman,Talisman,Passive,Successive,1.0,1.0,Increases damage by 1.2x (holy bugged in PvP: 1x) with Perfume Bottle attacks
Perfumer's Talisman,Talisman,Passive,Physical,1.0,1.0,Increases damage by 1.2x (holy bugged in PvP: 1x) with Perfume Bottle attacks
Perfumer's Talisman,Talisman,Passive,Dashing,1.0,1.0,Increases damage by 1.2x (holy bugged in PvP: 1x) with Perfume Bottle attacks
Perfumer's Talisman,Talisman,Passive,FinalLight,1.0,1.0,Increases damage by 1.2x (holy bugged in PvP: 1x) with Perfume Bottle attacks
Perfumer's Talisman,Talisman,Passive,GuardCounter,1.0,1.0,Increases damage by 1.2x (holy bugged in PvP: 1x) with Perfume Bottle attacks
Perfumer's Talisman,Talisman,Passive,Horseback,1.0,1.0,Increases damage by 1.2x (holy bugged in PvP: 1x) with Perfume Bottle attacks
Perfumer's Talisman,Talisman,Passive,KickStomp,1.0,1.0,Increases damage by 1.2x (holy bugged in PvP: 1x) with Perfume Bottle attacks
Perfumer's Talisman,Talisman,Passive,Magma,1.0,1.0,Increases damage by 1.2x (holy bugged in PvP: 1x) with Perfume Bottle attacks
Perfumer's Talisman,Talisman,Passive,Perfume,1.2,1.2,Increases damage by 1.2x (holy bugged in PvP: 1x) with Perfume Bottle attacks
Perfumer's Talisman,Talisman,Passive,Pot,1.0,1.0,Increases damage by 1.2x (holy bugged in PvP: 1x) with Perfume Bottle attacks
Perfumer's Talisman,Talisman,Passive,Ranged,1.0,1.0,Increases damage by 1.2x (holy bugged in PvP: 1x) with Perfume Bottle attacks
Perfumer's Talisman,Talisman,Passive,RangedAimed,1.0,1.0,Increases damage by 1.2x (holy bugged in PvP: 1x) with Perfume Bottle attacks
Perfumer's Talisman,Talisman,Passive,Roar,1.0,1.0,Increases damage by 1.2x (holy bugged in PvP: 1x) with Perfume Bottle attacks
Perfumer's Talisman,Talisman,Passive,RollBackstep,1.0,1.0,Increases damage by 1.2x (holy bugged in PvP: 1x) with Perfume Bottle attacks
Perfumer's Talisman,Talisman,Passive,Storm,1.0,1.0,Increases damage by 1.2x (holy bugged in PvP: 1x) with Perfume Bottle attacks
Perfumer's Talisman,Talisman,Passive,ThrownWeapon,1.0,1.0,Increases damage by 1.2x (holy bugged in PvP: 1x) with Perfume Bottle attacks
Perfumer's Talisman,Talisman,Passive,TwoHanded,1.0,1.0,Increases damage by 1.2x (holy bugged in PvP: 1x) with Perfume Bottle attacks
Red-Feathered Branchsword,Talisman,Passive,All,1.2,1.2,Increases damage by 1.2x while at less than 20% HP
Red-Feathered Branchsword,Talisman,Passive,Skill,1.2,1.2,Increases damage by 1.2x while at less than 20% HP
Red-Feathered Branchsword,Talisman,Passive,ChargedSkill,1.2,1.2,Increases damage by 1.2x while at less than 20% HP
Red-Feathered Branchsword,Talisman,Passive,Crit,1.2,1.2,Increases damage by 1.2x while at less than 20% HP
Red-Feathered Branchsword,Talisman,Passive,Jump,1.2,1.2,Increases damage by 1.2x while at less than 20% HP
Red-Feathered Branchsword,Talisman,Passive,ChargedR2,1.2,1.2,Increases damage by 1.2x while at less than 20% HP
Red-Feathered Branchsword,Talisman,Passive,Successive,1.2,1.2,Increases damage by 1.2x while at less than 20% HP
Red-Feathered Branchsword,Talisman,Passive,Physical,1.2,1.2,Increases damage by 1.2x while at less than 20% HP
Red-Feathered Branchsword,Talisman,Passive,Dashing,1.2,1.2,Increases damage by 1.2x while at less than 20% HP
Red-Feathered Branchsword,Talisman,Passive,FinalLight,1.2,1.2,Increases damage by 1.2x while at less than 20% HP
Red-Feathered Branchsword,Talisman,Passive,GuardCounter,1.2,1.2,Increases damage by 1.2x while at less than 20% HP
Red-Feathered Branchsword,Talisman,Passive,Horseback,1.2,1.2,Increases damage by 1.2x while at less than 20% HP
Red-Feathered Branchsword,Talisman,Passive,KickStomp,1.2,1.2,Increases damage by 1.2x while at less than 20% HP
Red-Feathered Branchsword,Talisman,Passive,Magma,1.2,1.2,Increases damage by 1.2x while at less than 20% HP
Red-Feathered Branchsword,Talisman,Passive,Perfume,1.2,1.2,Increases damage by 1.2x while at less than 20% HP
Red-Feathered Branchsword,Talisman,Passive,Pot,1.2,1.2,Increases damage by 1.2x while at less than 20% HP
Red-Feathered Branchsword,Talisman,Passive,Ranged,1.2,1.2,Increases damage by 1.2x while at less than 20% HP
Red-Feathered Branchsword,Talisman,Passive,RangedAimed,1.2,1.2,Increases damage by 1.2x while at less than 20% HP
Red-Feathered Branchsword,Talisman,Passive,Roar,1.2,1.2,Increases damage by 1.2x while at less than 20% HP
Red-Feathered Branchsword,Talisman,Passive,RollBackstep,1.2,1.2,Increases damage by 1.2x while at less than 20% HP
Red-Feathered Branchsword,Talisman,Passive,Storm,1.2,1.2,Increases damage by 1.2x while at less than 20% HP
Red-Feathered Branchsword,Talisman,Passive,ThrownWeapon,1.2,1.2,Increases damage by 1.2x while at less than 20% HP
Red-Feathered Branchsword,Talisman,Passive,TwoHanded,1.2,1.2,Increases damage by 1.2x while at less than 20% HP
Rellana's Cameo,Talisman,Passive,All,1.45,1.45,Increases damage by 1.45x when stance is held for ? seconds
Rellana's Cameo,Talisman,Passive,Skill,1.45,1.45,Increases damage by 1.45x when stance is held for ? seconds
Rellana's Cameo,Talisman,Passive,ChargedSkill,1.45,1.45,Increases damage by 1.45x when stance is held for ? seconds
Rellana's Cameo,Talisman,Passive,Crit,1.45,1.45,Increases damage by 1.45x when stance is held for ? seconds
Rellana's Cameo,Talisman,Passive,Jump,1.45,1.45,Increases damage by 1.45x when stance is held for ? seconds
Rellana's Cameo,Talisman,Passive,ChargedR2,1.45,1.45,Increases damage by 1.45x when stance is held for ? seconds
Rellana's Cameo,Talisman,Passive,Successive,1.45,1.45,Increases damage by 1.45x when stance is held for ? seconds
Rellana's Cameo,Talisman,Passive,Physical,1.45,1.45,Increases damage by 1.45x when stance is held for ? seconds
Rellana's Cameo,Talisman,Passive,Dashing,1.45,1.45,Increases damage by 1.45x when stance is held for ? seconds
Rellana's Cameo,Talisman,Passive,FinalLight,1.45,1.45,Increases damage by 1.45x when stance is held for ? seconds
Rellana's Cameo,Talisman,Passive,GuardCounter,1.45,1.45,Increases damage by 1.45x when stance is held for ? seconds
Rellana's Cameo,Talisman,Passive,Horseback,1.45,1.45,Increases damage by 1.45x when stance is held for ? seconds
Rellana's Cameo,Talisman,Passive,KickStomp,1.45,1.45,Increases damage by 1.45x when stance is held for ? seconds
Rellana's Cameo,Talisman,Passive,Magma,1.45,1.45,Increases damage by 1.45x when stance is held for ? seconds
Rellana's Cameo,Talisman,Passive,Perfume,1.45,1.45,Increases damage by 1.45x when stance is held for ? seconds
Rellana's Cameo,Talisman,Passive,Pot,1.45,1.45,Increases damage by 1.45x when stance is held for ? seconds
Rellana's Cameo,Talisman,Passive,Ranged,1.45,1.45,Increases damage by 1.45x when stance is held for ? seconds
Rellana's Cameo,Talisman,Passive,RangedAimed,1.45,1.45,Increases damage by 1.45x when stance is held for ? seconds
Rellana's Cameo,Talisman,Passive,Roar,1.45,1.45,Increases damage by 1.45x when stance is held for ? seconds
Rellana's Cameo,Talisman,Passive,RollBackstep,1.45,1.45,Increases damage by 1.45x when stance is held for ? seconds
Rellana's Cameo,Talisman,Passive,Storm,1.45,1.45,Increases damage by 1.45x when stance is held for ? seconds
Rellana's Cameo,Talisman,Passive,ThrownWeapon,1.45,1.45,Increases damage by 1.45x when stance is held for ? seconds
Rellana's Cameo,Talisman,Passive,TwoHanded,1.45,1.45,Increases damage by 1.45x when stance is held for ? seconds
Retaliatory Crossed-Tree,Talisman,Passive,All,1.0,1.0,Increases damage by 1.17x (1.12x in PvP)  with rolling / backstep attacks
Retaliatory Crossed-Tree,Talisman,Passive,Skill,1.0,1.0,Increases damage by 1.17x (1.12x in PvP)  with rolling / backstep attacks
Retaliatory Crossed-Tree,Talisman,Passive,ChargedSkill,1.0,1.0,Increases damage by 1.17x (1.12x in PvP)  with rolling / backstep attacks
Retaliatory Crossed-Tree,Talisman,Passive,Crit,1.0,1.0,Increases damage by 1.17x (1.12x in PvP)  with rolling / backstep attacks
Retaliatory Crossed-Tree,Talisman,Passive,Jump,1.0,1.0,Increases damage by 1.17x (1.12x in PvP)  with rolling / backstep attacks
Retaliatory Crossed-Tree,Talisman,Passive,ChargedR2,1.0,1.0,Increases damage by 1.17x (1.12x in PvP)  with rolling / backstep attacks
Retaliatory Crossed-Tree,Talisman,Passive,Successive,1.0,1.0,Increases damage by 1.17x (1.12x in PvP)  with rolling / backstep attacks
Retaliatory Crossed-Tree,Talisman,Passive,Physical,1.0,1.0,Increases damage by 1.17x (1.12x in PvP)  with rolling / backstep attacks
Retaliatory Crossed-Tree,Talisman,Passive,Dashing,1.0,1.0,Increases damage by 1.17x (1.12x in PvP)  with rolling / backstep attacks
Retaliatory Crossed-Tree,Talisman,Passive,FinalLight,1.0,1.0,Increases damage by 1.17x (1.12x in PvP)  with rolling / backstep attacks
Retaliatory Crossed-Tree,Talisman,Passive,GuardCounter,1.0,1.0,Increases damage by 1.17x (1.12x in PvP)  with rolling / backstep attacks
Retaliatory Crossed-Tree,Talisman,Passive,Horseback,1.0,1.0,Increases damage by 1.17x (1.12x in PvP)  with rolling / backstep attacks
Retaliatory Crossed-Tree,Talisman,Passive,KickStomp,1.0,1.0,Increases damage by 1.17x (1.12x in PvP)  with rolling / backstep attacks
Retaliatory Crossed-Tree,Talisman,Passive,Magma,1.0,1.0,Increases damage by 1.17x (1.12x in PvP)  with rolling / backstep attacks
Retaliatory Crossed-Tree,Talisman,Passive,Perfume,1.0,1.0,Increases damage by 1.17x (1.12x in PvP)  with rolling / backstep attacks
Retaliatory Crossed-Tree,Talisman,Passive,Pot,1.0,1.0,Increases damage by 1.17x (1.12x in PvP)  with rolling / backstep attacks
Retaliatory Crossed-Tree,Talisman,Passive,Ranged,1.0,1.0,Increases damage by 1.17x (1.12x in PvP)  with rolling / backstep attacks
Retaliatory Crossed-Tree,Talisman,Passive,RangedAimed,1.0,1.0,Increases damage by 1.17x (1.12x in PvP)  with rolling / backstep attacks
Retaliatory Crossed-Tree,Talisman,Passive,Roar,1.0,1.0,Increases damage by 1.17x (1.12x in PvP)  with rolling / backstep attacks
Retaliatory Crossed-Tree,Talisman,Passive,RollBackstep,1.17,1.12,Increases damage by 1.17x (1.12x in PvP)  with rolling / backstep attacks
Retaliatory Crossed-Tree,Talisman,Passive,Storm,1.0,1.0,Increases damage by 1.17x (1.12x in PvP)  with rolling / backstep attacks
Retaliatory Crossed-Tree,Talisman,Passive,ThrownWeapon,1.0,1.0,Increases damage by 1.17x (1.12x in PvP)  with rolling / backstep attacks
Retaliatory Crossed-Tree,Talisman,Passive,TwoHanded,1.0,1.0,Increases damage by 1.17x (1.12x in PvP)  with rolling / backstep attacks
Ritual Sword Talisman,Talisman,Passive,All,1.1,1.1,All damage at full HP (CondHpRate 100). Treat as off if not full.
Ritual Sword Talisman,Talisman,Passive,Skill,1.1,1.1,All damage at full HP (CondHpRate 100). Treat as off if not full.
Ritual Sword Talisman,Talisman,Passive,ChargedSkill,1.1,1.1,All damage at full HP (CondHpRate 100). Treat as off if not full.
Ritual Sword Talisman,Talisman,Passive,Crit,1.1,1.1,All damage at full HP (CondHpRate 100). Treat as off if not full.
Ritual Sword Talisman,Talisman,Passive,Jump,1.1,1.1,All damage at full HP (CondHpRate 100). Treat as off if not full.
Ritual Sword Talisman,Talisman,Passive,ChargedR2,1.1,1.1,All damage at full HP (CondHpRate 100). Treat as off if not full.
Ritual Sword Talisman,Talisman,Passive,Successive,1.1,1.1,All damage at full HP (CondHpRate 100). Treat as off if not full.
Ritual Sword Talisman,Talisman,Passive,Physical,1.1,1.1,All damage at full HP (CondHpRate 100). Treat as off if not full.
Ritual Sword Talisman,Talisman,Passive,Dashing,1.1,1.1,All damage at full HP (CondHpRate 100). Treat as off if not full.
Ritual Sword Talisman,Talisman,Passive,FinalLight,1.1,1.1,All damage at full HP (CondHpRate 100). Treat as off if not full.
Ritual Sword Talisman,Talisman,Passive,GuardCounter,1.1,1.1,All damage at full HP (CondHpRate 100). Treat as off if not full.
Ritual Sword Talisman,Talisman,Passive,Horseback,1.1,1.1,All damage at full HP (CondHpRate 100). Treat as off if not full.
Ritual Sword Talisman,Talisman,Passive,KickStomp,1.1,1.1,All damage at full HP (CondHpRate 100). Treat as off if not full.
Ritual Sword Talisman,Talisman,Passive,Magma,1.1,1.1,All damage at full HP (CondHpRate 100). Treat as off if not full.
Ritual Sword Talisman,Talisman,Passive,Perfume,1.1,1.1,All damage at full HP (CondHpRate 100). Treat as off if not full.
Ritual Sword Talisman,Talisman,Passive,Pot,1.1,1.1,All damage at full HP (CondHpRate 100). Treat as off if not full.
Ritual Sword Talisman,Talisman,Passive,Ranged,1.1,1.1,All damage at full HP (CondHpRate 100). Treat as off if not full.
Ritual Sword Talisman,Talisman,Passive,RangedAimed,1.1,1.1,All damage at full HP (CondHpRate 100). Treat as off if not full.
Ritual Sword Talisman,Talisman,Passive,Roar,1.1,1.1,All damage at full HP (CondHpRate 100). Treat as off if not full.
Ritual Sword Talisman,Talisman,Passive,RollBackstep,1.1,1.1,All damage at full HP (CondHpRate 100). Treat as off if not full.
Ritual Sword Talisman,Talisman,Passive,Storm,1.1,1.1,All damage at full HP (CondHpRate 100). Treat as off if not full.
Ritual Sword Talisman,Talisman,Passive,ThrownWeapon,1.1,1.1,All damage at full HP (CondHpRate 100). Treat as off if not full.
Ritual Sword Talisman,Talisman,Passive,TwoHanded,1.1,1.1,All damage at full HP (CondHpRate 100). Treat as off if not full.
Roar Medallion,Talisman,Passive,All,1.0,1.0,Increases damage by 1.15x (holy bugged in PvP: 1x) with roar attacks and Shriek of Milos & 1.1x (1.05x in PvP) with breath attacks
Roar Medallion,Talisman,Passive,Skill,1.0,1.0,Increases damage by 1.15x (holy bugged in PvP: 1x) with roar attacks and Shriek of Milos & 1.1x (1.05x in PvP) with breath attacks
Roar Medallion,Talisman,Passive,ChargedSkill,1.0,1.0,Increases damage by 1.15x (holy bugged in PvP: 1x) with roar attacks and Shriek of Milos & 1.1x (1.05x in PvP) with breath attacks
Roar Medallion,Talisman,Passive,Crit,1.0,1.0,Increases damage by 1.15x (holy bugged in PvP: 1x) with roar attacks and Shriek of Milos & 1.1x (1.05x in PvP) with breath attacks
